,_id,ltable_id,rtable_id,ltable_authors,ltable_venue,ltable_year,rtable_authors,rtable_venue,rtable_year,is_matched
457,457,672199,conf/vldb/CareyKRLABFLOPQRSSUVWY01,"Michael J. Carey, Steve Kirsch, Mary Roth, Bert Van der Linden, Nicolas Adiba, Michael Blow, Daniela Florescu, David Li, Ivan Oprencak, Rajendra Panwar, Runping Qi, David Rieber, John C. Shafer, Brian Sterling, Tolga Urhan, Brian Vickery, Dan Wineman, Kuan Yee",Very Large Data Bases,2001,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",VLDB,2001,1
458,458,672200,conf/vldb/GravanoIJKMS01,"Luis Gravano, Panagiotis G. Ipeirotis, H. V. Jagadish, Nick Koudas, S. Muthukrishnan, Divesh Srivastava",Very Large Data Bases,2001,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001,1
459,459,672205,conf/vldb/MignetMAC01,"Am&#233;lie Marian, Serge Abiteboul, Gregory Cobena, Laurent Mignet",Very Large Data Bases,2001,"Laurent Mignet, Amélie Marian, Gregory Cobena, Serge Abiteboul",VLDB,2001,1
460,460,672206,conf/vldb/ZhouLZLZJT01,"Aoying Zhou, Hongjun Lu, Shihui Zheng, Yuqi Liang, Long Zhang, Wenyun Ji, Zengping Tian",Very Large Data Bases,2001,"Aoying Zhou, Wenyun Ji, Shihui Zheng, Hongjun Lu, Yuqi Liang, Zengping Tian, Long Zhang",VLDB,2001,1
461,461,672203,conf/vldb/ShanmugasundaramKSFF01,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,2001,"Jerry Kiernan, Jayavel Shanmugasundaram, Catalina Fan, Eugene J. Shekita, John Funderburk",VLDB,2001,1
462,462,672204,conf/vldb/WiesnerK01,"Alfons Kemper, Christian Wiesner",Very Large Data Bases,2001,"Alfons Kemper, Christian Wiesner",VLDB,2001,1
463,463,672208,conf/vldb/StohrR01,"Thomas St&#246;hr, Erhard Rahm",Very Large Data Bases,2001,"Thomas Stöhr, Erhard Rahm",VLDB,2001,1
464,464,672207,conf/vldb/StanoiRAA01,"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",Very Large Data Bases,2001,"Ioana Stanoi, Amr El Abbadi, Divyakant Agrawal, Mirek Riedewald",VLDB,2001,1
465,465,672209,conf/vldb/FegarasE01,"Leonidas Fegaras, Ramez Elmasri",Very Large Data Bases,2001,"Ramez Elmasri, Leonidas Fegaras",VLDB,2001,1
467,467,672215,conf/vldb/AmirKN01,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",Very Large Data Bases,2001,"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir",VLDB,2001,1
468,468,672213,conf/vldb/NarayananS01,"Srinivasa Narayanan, Subbu N. Subramanian",Very Large Data Bases,2001,"Subbu N. Subramanian, Srinivasa Narayanan",VLDB,2001,1
469,469,672217,conf/vldb/TanEO01,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Very Large Data Bases,2001,"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi",VLDB,2001,1
470,470,672348,conf/vldb/BratsbergH01,"Svein Erik Bratsberg, Rune Humborstad",Very Large Data Bases,2001,"Svein Erik Bratsberg, Rune Humborstad",VLDB,2001,1
471,471,672347,conf/vldb/ChungCLL01,"Seok-Ju Chun, Chin-Wan Chung, Ju-Hong Lee, Seok-Lyong Lee",Very Large Data Bases,2001,"Seok-Ju Chun, Ju-Hong Lee, Seok-Lyong Lee, Chin-Wan Chung",VLDB,2001,1
472,472,672350,conf/vldb/NishioSTTL01,"Rie Sawai, Masahiko Tsukamoto, Yin-Huei Loh, Tsutomu Terada, Shojiro Nishio",Very Large Data Bases,2001,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,2001,1
475,475,672351,conf/vldb/Gibbons01,Phillip B. Gibbons,Very Large Data Bases,2001,Phillip B. Gibbons,VLDB,2001,1
476,476,672353,conf/vldb/TsurAADKW01,"Shalom Tsur, Serge Abiteboul, Rakesh Agrawal, Umeshwar Dayal, Johannes Klein, Gerhard Weikum",Very Large Data Bases,2001,"Umeshwar Dayal, Gerhard Weikum, Rakesh Agrawal, Johannes Klein, Shalom Tsur, Serge Abiteboul",VLDB,2001,1
477,477,672354,conf/vldb/KoschBBHHLRT01,"Harald Kosch, L&#225;szl&#243; B&#246;sz&#246;rm&#233;nyi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch",Very Large Data Bases,2001,"Christian Hanin, Roland Tusch, Carmen Riedler, Harald Kosch, Margit Lang, László Böszörményi, Christian Hofbauer, Alexander Bachlechner",VLDB,2001,1
478,478,672355,conf/vldb/AbrolLMMMRTWZ01,"Man Abrol, Neil Latarche, Uma Mahadevan, Jianchang Mao, Rajat Mukherjee, Prabhakar Raghavan, Michel Tourn, John Wang, Grace Zhang",Very Large Data Bases,2001,"Michel Tourn, Man Abrol, John Wang, Grace Zhang, Jianchang Mao, Uma Mahadevan, Rajat Mukherjee, Prabhakar Raghavan, Neil Latarche",VLDB,2001,1
479,479,672356,conf/vldb/GarofalakisG01,"Minos N. Garofalakis, Phillip B. Gibbon",Very Large Data Bases,2001,"Minos N. Garofalakis, Phillip B. Gibbons",VLDB,2001,1
481,481,672362,conf/vldb/LabrinidisR01,"Alexandros Labrinidis, Nick Roussopoulos",Very Large Data Bases,2001,"Nick Roussopoulos, Alexandros Labrinidis",VLDB,2001,1
483,483,672366,conf/vldb/SatheS01,"Gayatri Sathe, Sunita Sarawagi",Very Large Data Bases,2001,"Sunita Sarawagi, Gayatri Sathe",VLDB,2001,1
485,485,671860,conf/vldb/PardonA00,"Guy Pardon, Gustavo Alonso",Very Large Data Bases,2000,"Gustavo Alonso, Guy Pardon",VLDB,2000,1
486,486,671858,conf/vldb/MohanBWSZ00,"C. Mohan, Ron Barber, S. Watts, A. Somani, Markos Zaharioudakis",Very Large Data Bases,2000,"C. Mohan, S. Watts, Ron Barber, Amit Somani, Markos Zaharioudakis",VLDB,2000,1
487,487,671857,conf/vldb/LaneEN00,"Meridith A. Lane, James L. Edwards, Ebbe Nielsen",Very Large Data Bases,2000,"James L. Edwards, Meridith A. Lane, Ebbe Nielsen",VLDB,2000,1
488,488,671853,conf/vldb/HvasshovdBT00,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, &#216;ystein Torbj&#248;rnsen",Very Large Data Bases,2000,"Svein-Olaf Hvasshovd, Svein Erik Bratsberg, Øystein Torbjørnsen",VLDB,2000,1
489,489,671852,conf/vldb/ChakrabartiM00,"Kaushik Chakrabarti, Sharad Mehrotra",Very Large Data Bases,2000,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000,1
494,494,671862,conf/vldb/CareyKSSS00,"Michael J. Carey, Jerry Kiernan, Jayavel Shanmugasundaram, Eugene J. Shekita, Subbu N. Subramanian",Very Large Data Bases,2000,"Michael J. Carey, Subbu N. Subramanian, Eugene J. Shekita, Jerry Kiernan, Jayavel Shanmugasundaram",VLDB,2000,1
495,495,671861,conf/vldb/Schek00,Hans-J&#246;rg Schek,Very Large Data Bases,2000,Hans-Jörg Schek,VLDB,2000,1
496,496,671875,conf/vldb/GuntzerBK00,"Ulrich G&#252;ntzer, Wolf-Tilo Balke, Werner Kie&#223;ling",Very Large Data Bases,2000,"Ulrich Güntzer, Werner Kießling, Wolf-Tilo Balke",VLDB,2000,1
497,497,671873,conf/vldb/Bar-YossefBCFW00,"Ziv Bar-Yossef, Alexander Berg, Steve Chien, Jittat Fakcharoenphol, Dror Weitz",Very Large Data Bases,2000,"Jittat Fakcharoenphol, Steve Chien, Ziv Bar-Yossef, Alexander Berg, Dror Weitz",VLDB,2000,1
498,498,671874,conf/vldb/JohnsonA00,"Sihem Amer-Yahia, Theodore Johnson",Very Large Data Bases,2000,"Sihem Amer-Yahia, Theodore Johnson",VLDB,2000,1
499,499,671872,conf/vldb/RamsakMFZEB00,"Frank Ramsak, Volker Markl, Robert Fenk, Martin Zirkel, Klaus Elhardt, Rudolf Bayer",Very Large Data Bases,2000,"Robert Fenk, Rudolf Bayer, Volker Markl, Martin Zirkel, Frank Ramsak, Klaus Elhardt",VLDB,2000,1
500,500,671869,conf/vldb/HelalL00,"Abdelsalam Helal, Hua Li",Very Large Data Bases,2000,"Abdelsalam Helal, Hua Li",VLDB,2000,1
501,501,672007,conf/vldb/RamamrithamABEGP00,"Krithi Ramamritham, Yeha El Atfi, Carlo Batini, Michael Eitan, Valerie Gregg, D. B. Phatak",Very Large Data Bases,2000,"Michael Eitan, Valerie Gregg, Carlo Batini, D. B. Phatak, Yeha El Atfi, Krithi Ramamritham",VLDB,2000,1
502,502,672008,conf/vldb/ChoenniV00,Sunil Choenni,Very Large Data Bases,2000,Sunil Choenni,VLDB,2000,1
503,503,672005,conf/vldb/GrumbachRS00,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",Very Large Data Bases,2000,"Stéphane Grumbach, Philippe Rigaux, Luc Segoufin",VLDB,2000,1
504,504,672006,conf/vldb/MendelzonV00,"Alberto O. Mendelzon, Alejandro A. Vaisman",Very Large Data Bases,2000,"Alberto O. Mendelzon, Alejandro A. Vaisman",VLDB,2000,1
506,506,672004,conf/vldb/SrinivasanDFCJYKTDB00,"Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Eugene Inseok Chong, Mahesh Jagannath, Aravind Yalamanchi, Ramkumar Krishnan, Anh-Tuan Tran, Samuel DeFazio, Jayanta Banerjee",Very Large Data Bases,2000,"Anh-Tuan Tran, Chuck Freiwald, Aravind Yalamanchi, Samuel DeFazio, Souripriya Das, Ramkumar Krishnan, Jagannathan Srinivasan, Mahesh Jagannath, Eugene Inseok Chong, Jayanta Banerjee",VLDB,2000,1
507,507,672016,conf/vldb/BalminPP00,"Andrey Balmin, Thanos Papadimitriou, Yannis Papakonstantinou",Very Large Data Bases,2000,"Thanos Papadimitriou, Andrey Balmin, Yannis Papakonstantinou",VLDB,2000,1
509,509,672018,conf/vldb/DuttaDMRT00,"Kaushik Dutta, Anindya Datta, Debra E. VanderMeer, Krithi Ramamritham, Helen M. Thomas",Very Large Data Bases,2000,"Debra E. VanderMeer, Krithi Ramamritham, Anindya Datta, Kaushik Dutta, Helen M. Thomas",VLDB,2000,1
510,510,672017,conf/vldb/GantiLR00,"Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan",Very Large Data Bases,2000,"Venkatesh Ganti, Raghu Ramakrishnan, Mong-Li Lee",VLDB,2000,1
511,511,672012,conf/vldb/Ramaswamy00,Sridhar Ramaswamy,Very Large Data Bases,2000,Sridhar Ramaswamy,VLDB,2000,1
512,512,672011,conf/vldb/MatiasVW00,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",Very Large Data Bases,2000,"Yossi Matias, Jeffrey Scott Vitter, Min Wang",VLDB,2000,1
515,515,672024,conf/vldb/SakuraiYKU01,"Yasushi Sakurai, Masatoshi Yoshikawa, Ryoji Kataoka, Shunsuke Uemura",Very Large Data Bases,2001,"Yasushi Sakurai, Shunsuke Uemura, Masatoshi Yoshikawa, Ryoji Kataoka",VLDB,2001,1
516,516,672023,conf/vldb/ZengBNN01,"Liangzhao Zeng, Boualem Benatallah, Phuong Nguyen, Anne H. H. Ngu",Very Large Data Bases,2001,"Boualem Benatallah, Anne H. H. Ngu, Phuong Nguyen, Liangzhao Zeng",VLDB,2001,1
520,520,672032,conf/vldb/BrownG01,"Leonard Brown, Le Gruenwald",Very Large Data Bases,2001,"Leonard Brown, Le Gruenwald",VLDB,2001,1
521,521,672033,conf/vldb/Wadler01,Philip Wadler,Very Large Data Bases,2001,Philip Wadler,VLDB,2001,1
522,522,672028,conf/vldb/KahveciS01,"Tamer Kahveci, Ambuj K. Singh",Very Large Data Bases,2001,"Tamer Kahveci, Ambuj K. Singh",VLDB,2001,1
523,523,672029,conf/vldb/CuiW01,"Yingwei Cui, Jennifer Widom",Very Large Data Bases,2001,"Yingwei Cui, Jennifer Widom",VLDB,2001,1
524,524,672042,conf/vldb/GalhardasFSSS01,"Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",Very Large Data Bases,2001,"Daniela Florescu, Cristian-Augustin Saita, Eric Simon, Dennis Shasha, Helena Galhardas",VLDB,2001,1
525,525,672044,conf/vldb/ChaudhuriS01,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,2001,"Surajit Chaudhuri, Kyuseok Shim",VLDB,2001,1
526,526,672036,conf/vldb/May01,Wolfgang May,Very Large Data Bases,2001,Wolfgang May,VLDB,2001,1
527,527,672039,conf/vldb/SindoniTABFGMPPT01,"Giuseppe Sindoni, Leonardo Tininini, Amedea Ambrosetti, Cristina Bedeschi, Stefano De Francisci, Orietta Gargano, Rossella Molinaro, Mario Paolucci, Paola Patteri, Pina Ticca",Very Large Data Bases,2001,"Stefano De Francisci, Rossella Molinaro, Orietta Gargano, Mario Paolucci, Leonardo Tininini, Giuseppe Sindoni, Paola Patteri, Amedea Ambrosetti, Pina Ticca, Cristina Bedeschi",VLDB,2001,1
528,528,672040,conf/vldb/LiCHPALHAY01,"Wen-Syan Li, K. Sel&#231;uk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Qiong Luo, Wei-Kuang Waine Huang, Yusuf Akca, Cemal Yilmaz",Very Large Data Bases,2001,"Yusuf Akca, Cemal Yilmaz, K. Selçuk Candan, Wen-Syan Li, Wei-Kuang Waine Huang, Qiong Luo, Divyakant Agrawal, Wang-Pin Hsiung, Oliver Po",VLDB,2001,1
529,529,672041,conf/vldb/LuoN01,"Qiong Luo, Jeffrey F. Naughton",Very Large Data Bases,2001,"Jeffrey F. Naughton, Qiong Luo",VLDB,2001,1
530,530,673003,conf/vldb/ColletCS94,"Christine Collet, Thierry Coupaye, T. Svensen",Very Large Data Bases,1994,"Thierry Coupaye, T. Svensen, Christine Collet",VLDB,1994,1
532,532,673001,conf/vldb/KamelF94,"Ibrahim Kamel, Christos Faloutsos",Very Large Data Bases,1994,"Ibrahim Kamel, Christos Faloutsos",VLDB,1994,1
533,533,673002,conf/vldb/BaralisW94,"Elena Baralis, Jennifer Widom",Very Large Data Bases,1994,"Jennifer Widom, Elena Baralis",VLDB,1994,1
534,534,673130,conf/vldb/GallersdorferN95,"Rainer Gallersd&#246;rfer, Matthias Nicola",Very Large Data Bases,1995,"Rainer Gallersdörfer, Matthias Nicola",VLDB,1995,1
535,535,673005,conf/vldb/BrownMCL94,"Kurt P. Brown, Manish Mehta, Michael J. Carey, Miron Livny",Very Large Data Bases,1994,"Michael J. Carey, Manish Mehta, Miron Livny, Kurt P. Brown",VLDB,1994,1
536,536,673006,conf/vldb/Brin95,Sergey Brin,Very Large Data Bases,1995,Sergey Brin,VLDB,1995,1
537,537,672995,conf/vldb/SreenathS94,"B. Sreenath, S. Seshadri",Very Large Data Bases,1994,"B. Sreenath, S. Seshadri",VLDB,1994,1
538,538,672996,conf/vldb/JohnsonS94,"Theodore Johnson, Dennis Shasha",Very Large Data Bases,1994,"Dennis Shasha, Theodore Johnson",VLDB,1994,1
539,539,672994,conf/vldb/ChakravarthyKAK94,"Sharma Chakravarthy, V. Krishnaprasad, Eman Anwar, S.-K. Kim",Very Large Data Bases,1994,"S.-K. Kim, Eman Anwar, Sharma Chakravarthy, V. Krishnaprasad",VLDB,1994,1
540,540,672999,conf/vldb/Bernstein94,Philip A. Bernstein,Very Large Data Bases,1994,Philip A. Bernstein,VLDB,1994,1
541,541,672997,conf/vldb/PirotteZMY94,"Alain Pirotte, Esteban Zim&#225;nyi, David Massart, Tatiana Yakusheva",Very Large Data Bases,1994,"Alain Pirotte, Esteban Zimányi, Tatiana Yakusheva, David Massart",VLDB,1994,1
542,542,673142,conf/vldb/RusinkiewiczKTWM95,"Marek Rusinkiewicz, Wolfgang Klas, Thomas Tesch, J&#252;rgen W&#228;sch, Peter Muth",Very Large Data Bases,1995,"Thomas Tesch, Peter Muth, Wolfgang Klas, Marek Rusinkiewicz, Jürgen Wäsch",VLDB,1995,1
543,543,673141,conf/vldb/SumiyaYTSI95,"Kazutoshi Sumiya, Kouichi Yasutake, Hirohiko Tanaka, Norio Sanada, Yoshihiko Imai",Very Large Data Bases,1995,"Kouichi Yasutake, Kazutoshi Sumiya, Yoshihiko Imai, Hirohiko Tanaka, Norio Sanada",VLDB,1995,1
544,544,673140,conf/vldb/Fecteau95,Gilles Fecteau,Very Large Data Bases,1995,Gilles Fecteau,VLDB,1995,1
545,545,673139,conf/vldb/LuTD95,"Hongjun Lu, Kian-Lee Tan, Son Dao",Very Large Data Bases,1995,"Kian-Lee Tan, Son Dao, Hongjun Lu",VLDB,1995,1
546,546,673146,conf/vldb/SistlaYLL95,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King Liu",Very Large Data Bases,1995,"Chengwen Liu, A. Prasad Sistla, Clement T. Yu, King Liu",VLDB,1995,1
547,547,673145,conf/vldb/HellersteinNP95,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995,"Jeffrey F. Naughton, Avi Pfeffer, Joseph M. Hellerstein",VLDB,1995,1
548,548,673144,conf/vldb/MillinerBP95,"Steven Milliner, Athman Bouguettaya, Mike P. Papazoglou",Very Large Data Bases,1995,"Athman Bouguettaya, Steven Milliner, Mike P. Papazoglou",VLDB,1995,1
549,549,673143,conf/vldb/HasanM95,"Waqar Hasan, Rajeev Motwani",Very Large Data Bases,1995,"Rajeev Motwani, Waqar Hasan",VLDB,1995,1
550,550,673134,conf/vldb/HanF95,"Jiawei Han, Yongjian Fu",Very Large Data Bases,1995,"Jiawei Han, Yongjian Fu",VLDB,1995,1
551,551,673132,conf/vldb/BrownS95,"Paul Brown, Michael Stonebraker",Very Large Data Bases,1995,"Paul Brown, Michael Stonebraker",VLDB,1995,1
552,552,673131,conf/vldb/BestavrosB95,"Azer Bestavros, Spyridon Braoudakis",Very Large Data Bases,1995,"Azer Bestavros, Spyridon Braoudakis",VLDB,1995,1
554,554,673136,conf/vldb/HvasshovdTBH95,"Svein-Olaf Hvasshovd, &#216;ystein Torbj&#248;rnsen, Svein Erik Bratsberg, Per Holager",Very Large Data Bases,1995,"Svein-Olaf Hvasshovd, Øystein Torbjørnsen, Svein Erik Bratsberg, Per Holager",VLDB,1995,1
555,555,673155,conf/vldb/AgrawalLSS95,"Rakesh Agrawal, King-Ip Lin, Harpreet S. Sawhney, Kyuseok Shim",Very Large Data Bases,1995,"King-Ip Lin, Harpreet S. Sawhney, Rakesh Agrawal, Kyuseok Shim",VLDB,1995,1
556,556,673156,conf/vldb/Hallmark95,Gary Hallmark,Very Large Data Bases,1995,Gary Hallmark,VLDB,1995,1
557,557,673158,conf/vldb/WuYCT95,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",Very Large Data Bases,1995,"Kun-Lung Wu, Philip S. Yu, James Z. Teng, Jen-Yao Chung",VLDB,1995,1
558,558,673159,conf/vldb/Sarawagi95,Sunita Sarawagi,Very Large Data Bases,1995,Sunita Sarawagi,VLDB,1995,1
561,561,673147,conf/vldb/GoyalHSS95,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",Very Large Data Bases,1995,"Brajesh Goyal, S. Seshadri, V. Srinivasan, Jayant R. Haritsa",VLDB,1995,1
562,562,673150,conf/vldb/GuptaHQ95,"Ashish Gupta, Venky Harinarayan, Dallan Quass",Very Large Data Bases,1995,"Venky Harinarayan, Dallan Quass, Ashish Gupta",VLDB,1995,1
563,563,673152,conf/vldb/Wang95,Yun Wang,Very Large Data Bases,1995,Yun Wang,VLDB,1995,1
564,564,673153,conf/vldb/YanG95,"Tak W. Yan, Hector Garcia-Molina",Very Large Data Bases,1995,"Tak W. Yan, Hector Garcia-Molina",VLDB,1995,1
565,565,673154,conf/vldb/YanL95,"Weipeng P. Yan, Per-&#197;ke Larson",Very Large Data Bases,1995,"Weipeng P. Yan, Per-Åke Larson",VLDB,1995,1
566,566,673296,conf/vldb/HaberIL95,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",Very Large Data Bases,1995,"Miron Livny, Eben M. Haber, Yannis E. Ioannidis",VLDB,1995,1
567,567,673295,conf/vldb/HaasNSS95,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",Very Large Data Bases,1995,"Peter J. Haas, Lynne Stokes, S. Seshadri, Jeffrey F. Naughton",VLDB,1995,1
568,568,673298,conf/vldb/BargaP95,"Roger S. Barga, Calton Pu",Very Large Data Bases,1995,"Roger S. Barga, Calton Pu",VLDB,1995,1
569,569,673297,conf/vldb/CatozziR95,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1995,"Sorana Rabinovici, John Catozzi",VLDB,1995,1
570,570,673300,conf/vldb/SavasereON95,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,1995,"Edward Omiecinski, Shamkant B. Navathe, Ashok Savasere",VLDB,1995,1
571,571,673299,conf/vldb/MehtaD95,"Manish Mehta, David J. DeWitt",Very Large Data Bases,1995,"David J. DeWitt, Manish Mehta",VLDB,1995,1
572,572,673165,conf/vldb/EicklerGK95,"Andr&#233; Eickler, Carsten Andreas Gerlhof, Donald Kossmann",Very Large Data Bases,1995,"André Eickler, Carsten Andreas Gerlhof, Donald Kossmann",VLDB,1995,1
573,573,673167,conf/vldb/SteinbrunnPMK95,"Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper",Very Large Data Bases,1995,"Alfons Kemper, Guido Moerkotte, Klaus Peithner, Michael Steinbrunn",VLDB,1995,1
574,574,673166,conf/vldb/BelussiF95,"Alberto Belussi, Christos Faloutsos",Very Large Data Bases,1995,"Christos Faloutsos, Alberto Belussi",VLDB,1995,1
576,576,673168,conf/vldb/WienerN95,"Janet L. Wiener, Jeffrey F. Naughton",Very Large Data Bases,1995,"Jeffrey F. Naughton, Janet L. Wiener",VLDB,1995,1
577,577,673294,conf/vldb/GravanoG95,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1995,"Luis Gravano, Hector Garcia-Molina",VLDB,1995,1
578,578,672823,conf/vldb/HoelS94,"Erik G. Hoel, Hanan Samet",Very Large Data Bases,1994,"Hanan Samet, Erik G. Hoel",VLDB,1994,1
579,579,672824,conf/vldb/FuC94,"Ada Wai-Chee Fu, David Wai-Lok Cheung",Very Large Data Bases,1994,"David Wai-Lok Cheung, Ada Wai-Chee Fu",VLDB,1994,1
581,581,672822,conf/vldb/ChawatheCY94,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",Very Large Data Bases,1994,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",VLDB,1994,1
583,583,219774,journals/sigmod/Stacey95,Doug Stacey,ACM SIGMOD Record,1995,Doug Stacey,SIGMOD Record,1995,1
584,584,181566,journals/sigmod/MedeirosP94,"Claudia Bauzer Medeiros, Fatima Pires",ACM SIGMOD Record,1994,"Claudia Bauzer Medeiros, Fatima Pires",SIGMOD Record,1994,1
585,585,181569,journals/sigmod/Winslett94,Marianne Winslett,ACM SIGMOD Record,1994,Marianne Winslett,SIGMOD Record,1994,1
587,587,872795,conf/sigmod/FaginKS03,"Ronald Fagin, Ravi Kumar, D. Sivakumar",International Conference on Management of Data,2003,"Ravi Kumar, D. Sivakumar, Ronald Fagin",SIGMOD Conference,2003,1
588,588,872807,conf/sigmod/Bierman03,G. M. Bierman,International Conference on Management of Data,2003,Gavin M. Bierman,SIGMOD Conference,2003,1
589,589,872821,conf/sigmod/AbiteboulBCMM03,"Serge Abiteboul, Angela Bonifati, Gr&#233;gory Cob&#233;na, Ioana Manolescu, Tova Milo",International Conference on Management of Data,2003,"Ioana Manolescu, Serge Abiteboul, Tova Milo, Angela Bonifati, Gregory Cobena",SIGMOD Conference,2003,1
590,590,776996,journals/sigmod/Nascimento03,Mario A. Nascimento,ACM SIGMOD Record,2003,Mario A. Nascimento,SIGMOD Record,2003,1
591,591,776999,journals/sigmod/Vianu03,Victor Vianu,ACM SIGMOD Record,2003,Victor Vianu,SIGMOD Record,2003,1
592,592,777004,journals/sigmod/AilamakiG03,"Anastassia Ailamaki, Johannes Gehrke",ACM SIGMOD Record,2003,"Anastassia Ailamaki, Johannes Gehrke",SIGMOD Record,2003,1
593,593,777945,journals/tods/GunopulosKMSTS03,"Dimitrios Gunopulos, Roni Khardon, Heikki Mannila, Sanjeev Saluja, Hannu Toivonen, Ram Sewak Sharma",ACM Transactions on Database Systems (TODS),2003,"Sanjeev Saluja, Hannu Toivonen, Roni Khardon, Heikki Mannila, Ram Sewak Sharm, Dimitrios Gunopulos",ACM Trans. Database Syst.,2003,1
594,594,777944,journals/tods/TaoP03,"Yufei Tao, Dimitris Papadias",ACM Transactions on Database Systems (TODS),2003,"Yufei Tao, Dimitris Papadias",ACM Trans. Database Syst.,2003,1
595,595,777946,journals/tods/LechtenborgerV03,"Jens Lechtenb&#246;rger, Gottfried Vossen",ACM Transactions on Database Systems (TODS),2003,"Gottfried Vossen, Jens Lechtenbörger",ACM Trans. Database Syst.,2003,1
597,597,767137,journals/vldb/BraumandlKKKKSS01,"R. Braumandl, M. Keidl, A. Kemper, D. Kossmann, A. Kreutz, S. Seltzsam, K. Stocker",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Stefan Seltzsam, Donald Kossmann, Markus Keidl, Reinhard Braumandl, Alexander Kreutz, Konrad Stocker, Alfons Kemper",VLDB J.,2001,1
598,598,767136,journals/vldb/BonifatiCP01,"Angela Bonifati, Stefano Ceri, Stefano Paraboschi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Stefano Ceri, Stefano Paraboschi, Angela Bonifati",VLDB J.,2001,1
599,599,767140,journals/vldb/DattaDVRN01,"Anindya Datta, Kaushik Dutta, Debra VanderMeer, Krithi Ramamritham, Shamkant B. Navathe",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Kaushik Dutta, Debra E. VanderMeer, Krithi Ramamritham, Anindya Datta, Shamkant B. Navathe",VLDB J.,2001,1
600,600,767139,journals/vldb/ShegalovGW01,"German Shegalov, Michael Gillmann, Gerhard Weikum",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Michael Gillmann, German Shegalov, Gerhard Weikum",VLDB J.,2001,1
602,602,767144,journals/vldb/ShanmugasundaramSBCLPR01,"Jayavel Shanmugasundaram, Eugene Shekita, Rimon Barr, Michael Carey, Bruce Lindsay, Hamid Pirahesh, Berthold Reinwald",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita",VLDB J.,2001,1
603,603,767151,journals/vldb/Halevy01,Alon Y. Halevy,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2001,Alon Y. Halevy,VLDB J.,2001,1
605,605,775453,journals/vldb/Ozsu03,M. Tamer &#214;zsu,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003,M. Tamer Özsu,VLDB J.,2003,1
